country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Portugal,9/21/2302,117806.48,"Saturday, October 31, 2020",Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC,16-0987104
Finland,10/10/2069,49324.23,"Thursday, January 17, 2019",Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425
Portugal,5/29/2055,47663.92,"Sunday, August 11, 2019",Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481
Portugal,9/16/2113,67161.07,"Sunday, November 29, 2020",Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594
UK,10/25/2163,80700.2,"Wednesday, June 12, 2019",Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944
France,12/23/2010,35480.85,"Sunday, January 13, 2019",Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC,72-2796883
France,1/4/2165,81395.75,"Friday, June 21, 2019",Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563
Portugal,2/12/2234,97897.22,"Sunday, June 21, 2020",Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334
Sweden,1/16/2145,72488.1,"Saturday, October 31, 2020",Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC,61-3721294
Portugal,3/10/2511,179100.09,"Friday, June 28, 2019",Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995
Finland,11/13/1990,28397.39,"Tuesday, August 18, 2020",Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036
Portugal,6/25/2125,65474.27,"Tuesday, February 19, 2019",Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,13-9607758
Ireland,4/14/2028,39116.87,"Friday, June 19, 2020",Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460
UK,11/16/2388,150383.32,"Thursday, July 2, 2020",Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039
Sweden,3/28/2376,139729.59,"Friday, September 11, 2020",Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC,46-2962443
UK,9/6/2383,146859.34,"Sunday, June 28, 2020",Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC,44-9908550
France,3/15/2266,106147.69,"Friday, September 18, 2020",Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC,52-3150154
Bulgaria,2/17/2336,130605.38,"Sunday, August 9, 2020",Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC,37-9761957
France,4/19/2238,102927.16,"Wednesday, April 22, 2020",Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC,67-6072579
France,5/20/1990,26743.9,"Saturday, November 28, 2020",Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC,89-0300778
Portugal,5/28/2188,87285.43,"Tuesday, August 18, 2020",Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC,80-1894360
Spain,2/7/2248,105033.28,"Thursday, October 3, 2019",Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC,58-2235320
Portugal,11/17/2054,46993.23,"Monday, October 5, 2020",Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC,68-9875936
France,10/8/2106,60448.34,"Wednesday, March 13, 2019",Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC,75-8968627
Portugal,6/5/2138,76548.34,"Thursday, August 27, 2020",Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC,86-9456489
UK,1/6/2694,234444.72,"Wednesday, December 25, 2019",Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC,02-1124101
Luxembourg,7/21/2602,209799.15,"Saturday, July 27, 2019",Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet,85-9787047
UK,3/5/2245,100027.6,"Saturday, November 7, 2020",Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,60-7663173
Sweden,8/4/2157,77498.23,"Sunday, January 19, 2020",Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC,34-1570975
Portugal,12/1/2335,137419.74,"Friday, June 26, 2020",Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,57-9765345
Portugal,3/23/2105,65806.03,"Wednesday, August 5, 2020",Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC,31-8846200
Sweden,9/12/2129,69559.73,"Monday, March 18, 2019",Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile,48-6452102
Sweden,4/15/2264,105366.29,"Sunday, November 10, 2019",Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC,85-9541179
Sweden,9/3/2157,75669.26,"Monday, September 16, 2019",Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC,93-2085046
Finland,7/25/2244,103777.39,"Sunday, November 15, 2020",Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC,03-6962760
Netherlands,10/12/2066,52736.58,"Sunday, February 17, 2019",Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC,15-3241183
France,5/24/2177,86657.9,"Saturday, April 13, 2019",Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC,54-5705354
Portugal,5/1/2260,106406.98,"Thursday, April 30, 2020",Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,29-1888759
France,7/9/2543,187446.59,"Wednesday, December 25, 2019",Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC,12-3815754
Ireland,4/25/2061,51715.23,"Sunday, December 13, 2020",Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900
Portugal,11/3/2178,88066.99,"Monday, January 7, 2019",Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC,72-9074281
France,12/8/2160,78533.14,"Thursday, March 26, 2020",Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC,52-0213558
France,10/14/2535,191439.74,"Thursday, June 20, 2019",Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile,19-6334792
Portugal,11/2/2107,60145.55,"Monday, October 14, 2019",Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile,35-4712641
Portugal,1/22/2057,46255.76,"Monday, October 28, 2019",Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile,03-3542738
Portugal,3/30/2333,136561.33,"Monday, November 23, 2020",Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,81-9457605
Portugal,5/15/2166,76899.3,"Thursday, January 2, 2020",Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,63-0813030
Portugal,9/19/2129,69011.3,"Sunday, June 7, 2020",Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC,00-7326184
UK,1/16/2266,109310.55,"Monday, January 27, 2020",Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,22-0156233
UK,12/9/2299,123230.4,"Saturday, July 27, 2019",Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,94-0623186
France,8/22/2053,47711.57,"Monday, March 2, 2020",Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC,08-0446109
France,10/1/2026,40319.41,"Friday, May 15, 2020",Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet,77-3489084
Belgium,3/28/2223,101131.1,"Thursday, July 2, 2020",Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile,59-2117058
Finland,12/1/2103,60023.88,"Friday, March 6, 2020",Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC,31-1849120
Spain,10/3/2138,69171.01,"Thursday, June 18, 2020",Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet,45-3085595
Portugal,11/29/2194,86679.64,"Saturday, January 18, 2020",Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile,61-3294149
